Date,ret,lag_1,lag_2,lag_5,lag_10,bench_ret,bench_lag_1,bench_lag_2,bench_lag_5,bench_lag_10
2023-01-12,0.14608203823285315,0.1046114984217148,0.0106590198430625,0.02634085862999269,0.39162259473712013,0.05080318070100276,0.027621150182145726,0.014418133797157395,0.00018340612320066896,0.0038057003846692083
2023-02-01,-0.19848626720577167,0.14608203823285315,0.1046114984217148,-0.02876840466355035,0.010474665210037593,0.024945734672364495,0.05080318070100276,0.027621150182145726,0.00799308198098636,-0.0005162548246548937
2023-02-02,0.37554059022422126,-0.19848626720577167,0.14608203823285315,-0.20943388161110366,-0.019263144460851755,-0.010674749984444176,0.024945734672364495,0.05080318070100276,0.006148589405821525,0.010934154000320717
2023-02-03,-0.03244117516552536,0.37554059022422126,-0.19848626720577167,0.0106590198430625,-0.12296115560462484,-0.0009611359013330656,-0.010674749984444176,0.024945734672364495,0.014418133797157395,-0.0015728175329492444
2023-02-04,-0.00947839798667216,-0.03244117516552536,0.37554059022422126,0.1046114984217148,-0.08411428678331778,-0.0050223137687126496,-0.0009611359013330656,-0.010674749984444176,0.027621150182145726,0.006820792124189623
2023-02-05,-0.09159666460432203,-0.00947839798667216,-0.03244117516552536,0.14608203823285315,0.02634085862999269,-0.016254488201415285,-0.0050223137687126496,-0.0009611359013330656,0.05080318070100276,0.00018340612320066896
2023-02-06,-0.07983337719669659,-0.09159666460432203,-0.00947839798667216,-0.19848626720577167,-0.02876840466355035,-0.008555376392187952,-0.016254488201415285,-0.0050223137687126496,0.024945734672364495,0.00799308198098636
2023-02-07,0.0411919272815211,-0.07983337719669659,-0.09159666460432203,0.37554059022422126,-0.20943388161110366,0.021910195683307876,-0.008555376392187952,-0.016254488201415285,-0.010674749984444176,0.006148589405821525
2023-02-08,-0.08421583370957308,0.0411919272815211,-0.07983337719669659,-0.03244117516552536,0.0106590198430625,-0.01406372256307975,0.021910195683307876,-0.008555376392187952,-0.0009611359013330656,0.014418133797157395
2023-02-09,-0.17117214261611213,-0.08421583370957308,0.0411919272815211,-0.00947839798667216,0.1046114984217148,-0.05007294814467933,-0.01406372256307975,0.021910195683307876,-0.0050223137687126496,0.027621150182145726
2023-02-10,-0.03294234790351558,-0.17117214261611213,-0.08421583370957308,-0.09159666460432203,0.14608203823285315,-0.007722817783527347,-0.05007294814467933,-0.01406372256307975,-0.016254488201415285,0.05080318070100276
2023-02-11,0.1169402145378986,-0.03294234790351558,-0.17117214261611213,-0.07983337719669659,-0.19848626720577167,0.010095720795026963,-0.007722817783527347,-0.05007294814467933,-0.008555376392187952,0.024945734672364495
2023-02-12,0.18438550672470644,0.1169402145378986,-0.03294234790351558,0.0411919272815211,0.37554059022422126,-0.003787160533462952,0.010095720795026963,-0.007722817783527347,0.021910195683307876,-0.010674749984444176
2023-03-01,-0.2086145929017693,0.18438550672470644,0.1169402145378986,-0.08421583370957308,-0.03244117516552536,0.021336804697295264,-0.003787160533462952,0.010095720795026963,-0.01406372256307975,-0.0009611359013330656
2023-03-02,0.4381008784177185,-0.2086145929017693,0.18438550672470644,-0.17117214261611213,-0.00947839798667216,-0.007261350023503255,0.021336804697295264,-0.003787160533462952,-0.05007294814467933,-0.0050223137687126496
2023-03-03,-0.15017898617080316,0.4381008784177185,-0.2086145929017693,-0.03294234790351558,-0.09159666460432203,-0.04856242575109526,-0.007261350023503255,0.021336804697295264,-0.007722817783527347,-0.016254488201415285
2023-03-04,0.06392208690932,-0.15017898617080316,0.4381008784177185,0.1169402145378986,-0.07983337719669659,-0.00041730360595337856,-0.04856242575109526,-0.007261350023503255,0.010095720795026963,-0.008555376392187952
2023-03-05,-0.10717560766591783,0.06392208690932,-0.15017898617080316,0.18438550672470644,0.0411919272815211,0.003668954563790905,-0.00041730360595337856,-0.04856242575109526,-0.003787160533462952,0.021910195683307876
