Date,ret,pred_ret,resid
2024-08-10,0.13305020197098893,0.23453325947950587,-0.10148305750851694
2024-08-11,0.08013729728820684,-0.0188810123886837,0.09901830967689054
2024-08-12,0.7667529240458031,0.2115111377064985,0.5552417863393047
2024-09-01,-0.04809908694015652,-0.09591596752716086,0.04781688058700434
2024-09-02,0.036800148733926896,0.31685591384656475,-0.28005576511263786
2024-09-03,0.2890355510492393,-0.054978863166362545,0.3440144142156018
2024-09-04,-0.2107968397200528,-0.0013101021038146171,-0.2094867376162382
2024-09-05,-0.17203934092068174,-0.2759497034804422,0.10391036255976044
2024-09-06,-0.1462259249357487,-0.05940033639145102,-0.08682558854429769
2024-09-07,-0.28357765391274237,0.004141637483640475,-0.28771929139638286
2024-09-08,-0.15386238805680286,-0.14117339179415184,-0.01268899626265102
2024-09-09,-0.21870795499154116,0.0864351741261227,-0.30514312911766384
2024-09-10,0.03352680385678952,0.02044267537846682,0.013084128478322701
2024-09-11,0.12641156539934828,0.10072156808572105,0.025689997313627227
2024-09-12,0.5631073785625522,0.08778678767867379,0.47532059088387846
2024-10-01,0.20846140788614953,0.04483427070638649,0.16362713717976304
2024-10-02,-0.03997401390043054,0.17268528247409276,-0.2126592963745233
2024-10-03,0.2781102463342435,0.010801792464967094,0.26730845386927643
2024-10-04,-0.19750736264755453,-0.024367380508651434,-0.17313998213890308
2024-10-05,-0.2233219382468783,-0.20338797070960493,-0.01993396753727336
2024-10-06,-0.09627734902664642,-0.06868183562197619,-0.02759551340467023
2024-10-07,-0.26331970266673066,-0.048919336235138854,-0.2144003664315918
2024-10-08,-0.14770884693402642,-0.10513781334625219,-0.042571033587774226
2024-10-09,-0.23067319634420858,0.04091636438243899,-0.2715895607266476
2024-10-10,-0.00028252118678606664,0.07797127822203326,-0.07825379940881932
2024-10-11,0.2421072493335592,0.024994563971401047,0.21711268536215816
2024-10-12,0.4113502943991516,0.06714864239716362,0.344201652001988
2024-11-01,0.29508661924636437,0.08250949009727149,0.21257712914909288
2024-11-02,-0.09153541643784502,0.14731310751956506,-0.23884852395741007
2024-11-03,0.34229563847506483,0.03902920283629448,0.30326643563877037
2024-11-04,-0.24287633463028513,-0.148557303623869,-0.09431903100641612
2024-11-05,-0.23522777204597212,-0.09688871712969951,-0.1383390549162726
2024-11-06,-0.12256169192377797,-0.15783836631854636,0.03527667439476839
2024-11-07,-0.23588576472800993,-0.004826909700955288,-0.23105885502705464
2024-11-08,-0.19194369605099815,-0.07598174958643668,-0.11596194646456147
2024-11-09,-0.1632795825579989,0.035769361471305175,-0.19904894402930406
2024-11-10,0.026381788770140746,0.0463434351574976,-0.019961646387356854
2024-11-11,0.28162878327290275,-0.054404374992806835,0.33603315826570956
2024-11-12,0.4436737773640653,0.04050446545097752,0.4031693119130878
2024-12-01,0.120826679171818,0.1834776649530279,-0.0626509857812099
2024-12-02,-0.00293397965425779,0.12711586321974563,-0.13004984287400342
2024-12-03,0.30026329582966715,-0.021412853920846686,0.32167614975051384
2024-12-04,-0.3569760996422642,-0.2583951081943142,-0.09858099144794996
2024-12-05,-0.10171875847082346,-0.14293686611014494,0.04121810763932149
2024-12-06,-0.08661560155494152,-0.06555231759106861,-0.021063283963872914
2024-12-07,-0.23401188692758335,-0.04289970793998253,-0.1911121789876008
2024-12-08,-0.1930566888037606,-0.15281346460168035,-0.040243224202080236
2024-12-09,-0.20244458585063385,-0.014302214912254696,-0.18814237093837916
2024-12-10,0.04881093949009663,0.06874947888398215,-0.019938539393885527
2024-12-11,0.20330825938615282,-0.04394013314270249,0.2472483925288553
2024-12-12,0.5174898865580231,0.07590383087745237,0.44158605568057074
2025-01-01,-0.315074957862993,0.11938271021326943,-0.4344576680762624
2025-01-02,-0.11222146195085503,0.1346157547719246,-0.24683721672277964
2025-01-03,-0.2611816804531206,-0.027141337268815315,-0.2340403431843053
2025-01-04,-0.026619471954534735,-0.1346332388961991,0.10801376694166437
2025-01-05,0.012058677132392726,-0.22433928930107422,0.23639796643346694
2025-01-06,-0.014129572551253355,0.10461562693602133,-0.11874519948727469
2025-01-07,-0.10512456331958897,0.0684958965933269,-0.17362045991291586
2025-01-08,0.054067457506327576,0.1631749754334309,-0.10910751792710333
2025-01-09,0.055660302855670585,-0.08369045787886285,0.13935076073453345
2025-01-10,-0.05993038949488416,0.012977863933886759,-0.07290825342877091
2025-02-01,0.483303801343282,-0.037661908003813034,0.5209657093470951
2025-02-02,-0.3194702489268695,0.025373394120651756,-0.34484364304752124
2025-02-03,0.00793369163778812,0.05125569499316587,-0.04332200335537775
2025-02-04,-0.1500259071589385,-0.09127220919343934,-0.058753697965499146
2025-02-05,0.0339103605807165,0.06363683416898544,-0.029726473588268937
2025-02-06,0.02329914257355048,-0.2624081917960771,0.2857073343696276
2025-02-07,-0.06891309631637643,0.18513023706265386,-0.2540433333790303
2025-02-08,-0.019556830738753916,0.01890664538539799,-0.03846347612415191
2025-02-09,0.07867959979153039,0.08197086642221971,-0.0032912666306893212
2025-02-10,-0.02642963357507422,-0.04173042828146217,0.015300794706387955
2025-03-01,0.5406236055468516,0.010036084452726917,0.5305875210941247
2025-03-02,-0.4073821098185084,0.025590310333565028,-0.43297242015207343
2025-03-03,-0.15316369282249975,0.022351952947810415,-0.17551564577031017
2025-03-04,0.09386250952633146,0.055094660752566596,0.038767848773764865
2025-03-05,-0.09467736356978462,-0.046086900478559935,-0.04859046309122469
2025-03-06,0.04496492912608541,-0.1985105595335328,0.2434754886596182
2025-03-07,-0.054495945931898104,0.14042124774994086,-0.19491719368183896
