Date,ret,lag_1,lag_2,lag_5,lag_10,bench_ret,bench_lag_1,bench_lag_2,bench_lag_5,bench_lag_10
2023-01-12,0.18284769061901462,0.04100449165026676,0.12670153755266078,-0.0769449509202822,0.45169544129411054,0.05080318070100276,0.027621150182145726,0.014418133797157395,0.00018340612320066896,0.0038057003846692083
2023-02-01,0.03533228322280024,0.18284769061901462,0.04100449165026676,-0.06340430820068033,-0.1520599389408801,0.024945734672364495,0.05080318070100276,0.027621150182145726,0.00799308198098636,-0.0005162548246548937
2023-02-02,0.382042794042627,0.03533228322280024,0.18284769061901462,-0.2976884748142381,-0.11351833832984415,-0.010674749984444176,0.024945734672364495,0.05080318070100276,0.006148589405821525,0.010934154000320717
2023-02-03,-0.1428764984482176,0.382042794042627,0.03533228322280024,0.12670153755266078,-0.03501232297149226,-0.0009611359013330656,-0.010674749984444176,0.024945734672364495,0.014418133797157395,-0.0015728175329492444
2023-02-04,-0.11253251661586594,-0.1428764984482176,0.382042794042627,0.04100449165026676,-0.06386833305877193,-0.0050223137687126496,-0.0009611359013330656,-0.010674749984444176,0.027621150182145726,0.006820792124189623
2023-02-05,-0.007671509827205103,-0.11253251661586594,-0.1428764984482176,0.18284769061901462,-0.0769449509202822,-0.016254488201415285,-0.0050223137687126496,-0.0009611359013330656,0.05080318070100276,0.00018340612320066896
2023-02-06,-0.03544541726493744,-0.007671509827205103,-0.11253251661586594,0.03533228322280024,-0.06340430820068033,-0.008555376392187952,-0.016254488201415285,-0.0050223137687126496,0.024945734672364495,0.00799308198098636
2023-02-07,-0.1056273937002481,-0.03544541726493744,-0.007671509827205103,0.382042794042627,-0.2976884748142381,0.021910195683307876,-0.008555376392187952,-0.016254488201415285,-0.010674749984444176,0.006148589405821525
2023-02-08,-0.09566243657393159,-0.1056273937002481,-0.03544541726493744,-0.1428764984482176,0.12670153755266078,-0.01406372256307975,0.021910195683307876,-0.008555376392187952,-0.0009611359013330656,0.014418133797157395
2023-02-09,-0.24381236975623888,-0.09566243657393159,-0.1056273937002481,-0.11253251661586594,0.04100449165026676,-0.05007294814467933,-0.01406372256307975,0.021910195683307876,-0.0050223137687126496,0.027621150182145726
2023-02-10,0.04670342281363826,-0.24381236975623888,-0.09566243657393159,-0.007671509827205103,0.18284769061901462,-0.007722817783527347,-0.05007294814467933,-0.01406372256307975,-0.016254488201415285,0.05080318070100276
2023-02-11,0.09210871151205358,0.04670342281363826,-0.24381236975623888,-0.03544541726493744,0.03533228322280024,0.010095720795026963,-0.007722817783527347,-0.05007294814467933,-0.008555376392187952,0.024945734672364495
2023-02-12,0.20610269405423098,0.09210871151205358,0.04670342281363826,-0.1056273937002481,0.382042794042627,-0.003787160533462952,0.010095720795026963,-0.007722817783527347,0.021910195683307876,-0.010674749984444176
2023-03-01,0.052600017769048435,0.20610269405423098,0.09210871151205358,-0.09566243657393159,-0.1428764984482176,0.021336804697295264,-0.003787160533462952,0.010095720795026963,-0.01406372256307975,-0.0009611359013330656
2023-03-02,0.3892516572949174,0.052600017769048435,0.20610269405423098,-0.24381236975623888,-0.11253251661586594,-0.007261350023503255,0.021336804697295264,-0.003787160533462952,-0.05007294814467933,-0.0050223137687126496
2023-03-03,-0.22303962900031404,0.3892516572949174,0.052600017769048435,0.04670342281363826,-0.007671509827205103,-0.04856242575109526,-0.007261350023503255,0.021336804697295264,-0.007722817783527347,-0.016254488201415285
2023-03-04,-0.07196471968694818,-0.22303962900031404,0.3892516572949174,0.09210871151205358,-0.03544541726493744,-0.00041730360595337856,-0.04856242575109526,-0.007261350023503255,0.010095720795026963,-0.008555376392187952
2023-03-05,-0.005855877142943999,-0.07196471968694818,-0.22303962900031404,0.20610269405423098,-0.1056273937002481,0.003668954563790905,-0.00041730360595337856,-0.04856242575109526,-0.003787160533462952,0.021910195683307876
2023-03-06,-0.036556311562352395,-0.005855877142943999,-0.07196471968694818,0.052600017769048435,-0.09566243657393159,-0.00025658420607754806,0.003668954563790905,-0.00041730360595337856,0.021336804697295264,-0.01406372256307975
2023-03-07,-0.0745066974967532,-0.036556311562352395,-0.005855877142943999,0.3892516572949174,-0.24381236975623888,-0.009406138910838635,-0.00025658420607754806,0.003668954563790905,-0.007261350023503255,-0.05007294814467933
2023-03-08,-0.14172607846531893,-0.0745066974967532,-0.036556311562352395,-0.22303962900031404,0.04670342281363826,-0.022837314918541907,-0.009406138910838635,-0.00025658420607754806,-0.04856242575109526,-0.007722817783527347
2023-03-09,-0.23597156298602084,-0.14172607846531893,-0.0745066974967532,-0.07196471968694818,0.09210871151205358,-0.06442451362971724,-0.022837314918541907,-0.009406138910838635,-0.00041730360595337856,0.010095720795026963
2023-03-10,0.03761391324503971,-0.23597156298602084,-0.14172607846531893,-0.005855877142943999,0.20610269405423098,-0.008669656699224149,-0.06442451362971724,-0.022837314918541907,0.003668954563790905,-0.003787160533462952
2023-03-11,0.09292207723702361,0.03761391324503971,-0.23597156298602084,-0.036556311562352395,0.052600017769048435,0.021812221456825043,-0.008669656699224149,-0.06442451362971724,-0.00025658420607754806,0.021336804697295264
2023-03-12,0.20716384416324907,0.09292207723702361,0.03761391324503971,-0.0745066974967532,0.3892516572949174,0.07160391171997382,0.021812221456825043,-0.008669656699224149,-0.009406138910838635,-0.007261350023503255
2023-04-01,0.06633767931767887,0.20716384416324907,0.09292207723702361,-0.14172607846531893,-0.22303962900031404,-0.0023712364649810524,0.07160391171997382,0.021812221456825043,-0.022837314918541907,-0.04856242575109526
2023-04-02,0.36420844842438926,0.06633767931767887,0.20716384416324907,-0.23597156298602084,-0.07196471968694818,-0.007480172109950445,-0.0023712364649810524,0.07160391171997382,-0.06442451362971724,-0.00041730360595337856
2023-04-03,-0.2155729395934709,0.36420844842438926,0.06633767931767887,0.03761391324503971,-0.005855877142943999,-0.014613274129860798,-0.007480172109950445,-0.0023712364649810524,-0.008669656699224149,0.003668954563790905
2023-04-04,-0.047989392559732114,-0.2155729395934709,0.36420844842438926,0.09292207723702361,-0.036556311562352395,0.013505585853957669,-0.014613274129860798,-0.007480172109950445,0.021812221456825043,-0.00025658420607754806
