Date,ret,lag_1,lag_2,lag_5,lag_10,bench_ret,bench_lag_1,bench_lag_2,bench_lag_5,bench_lag_10
2023-01-12,0.2228267304710304,0.14524020651507952,0.04111272415643863,-0.22122338715675638,0.4640036728945699,0.05080318070100276,0.027621150182145726,0.014418133797157395,0.00018340612320066896,0.0038057003846692083
2023-02-01,-0.4145116356508435,0.2228267304710304,0.14524020651507952,0.05849670018332809,-0.09745572662432178,0.024945734672364495,0.05080318070100276,0.027621150182145726,0.00799308198098636,-0.0005162548246548937
2023-02-02,0.4486966090504939,-0.4145116356508435,0.2228267304710304,-0.1944254403796064,0.06715814485474092,-0.010674749984444176,0.024945734672364495,0.05080318070100276,0.006148589405821525,0.010934154000320717
2023-02-03,-0.12683192077134497,0.4486966090504939,-0.4145116356508435,0.04111272415643863,0.0038045383688882772,-0.0009611359013330656,-0.010674749984444176,0.024945734672364495,0.014418133797157395,-0.0015728175329492444
2023-02-04,0.08625227879720232,-0.12683192077134497,0.4486966090504939,0.14524020651507952,-0.058914192178406655,-0.0050223137687126496,-0.0009611359013330656,-0.010674749984444176,0.027621150182145726,0.006820792124189623
2023-02-05,0.025908756884175155,0.08625227879720232,-0.12683192077134497,0.2228267304710304,-0.22122338715675638,-0.016254488201415285,-0.0050223137687126496,-0.0009611359013330656,0.05080318070100276,0.00018340612320066896
2023-02-06,-0.03498443576347343,0.025908756884175155,0.08625227879720232,-0.4145116356508435,0.05849670018332809,-0.008555376392187952,-0.016254488201415285,-0.0050223137687126496,0.024945734672364495,0.00799308198098636
2023-02-07,-0.2587559398842144,-0.03498443576347343,0.025908756884175155,0.4486966090504939,-0.1944254403796064,0.021910195683307876,-0.008555376392187952,-0.016254488201415285,-0.010674749984444176,0.006148589405821525
2023-02-08,0.024801569226659215,-0.2587559398842144,-0.03498443576347343,-0.12683192077134497,0.04111272415643863,-0.01406372256307975,0.021910195683307876,-0.008555376392187952,-0.0009611359013330656,0.014418133797157395
2023-02-09,-0.1556682812129837,0.024801569226659215,-0.2587559398842144,0.08625227879720232,0.14524020651507952,-0.05007294814467933,-0.01406372256307975,0.021910195683307876,-0.0050223137687126496,0.027621150182145726
2023-02-10,0.012731296230683808,-0.1556682812129837,0.024801569226659215,0.025908756884175155,0.2228267304710304,-0.007722817783527347,-0.05007294814467933,-0.01406372256307975,-0.016254488201415285,0.05080318070100276
2023-02-11,0.21928506872106102,0.012731296230683808,-0.1556682812129837,-0.03498443576347343,-0.4145116356508435,0.010095720795026963,-0.007722817783527347,-0.05007294814467933,-0.008555376392187952,0.024945734672364495
2023-02-12,0.2078525125695636,0.21928506872106102,0.012731296230683808,-0.2587559398842144,0.4486966090504939,-0.003787160533462952,0.010095720795026963,-0.007722817783527347,0.021910195683307876,-0.010674749984444176
