Price,Close,High,Low,Open,Volume
Ticker,ATOM-USD,ATOM-USD,ATOM-USD,ATOM-USD,ATOM-USD
Date,,,,,
2023-01-01,9.464468955993652,9.466991424560547,9.311785697937012,9.34875202178955,61685236
2023-01-02,9.802421569824219,9.989846229553223,9.39647388458252,9.464736938476562,134288652
2023-01-03,10.16102123260498,10.251814842224121,9.772177696228027,9.803533554077148,162694348
2023-01-04,10.198363304138184,10.39743423461914,10.077815055847168,10.160968780517578,148918469
2023-01-05,10.076512336730957,10.217549324035645,10.001822471618652,10.198057174682617,94583842
2023-01-06,10.250513076782227,10.264664649963379,9.927339553833008,10.076297760009766,108473813
2023-01-07,10.194783210754395,10.350284576416016,10.150192260742188,10.248835563659668,73327102
2023-01-08,10.538479804992676,10.547014236450195,10.021463394165039,10.193961143493652,112449736
2023-01-09,11.126632690429688,11.457268714904785,10.537824630737305,10.538294792175293,259615448
2023-01-10,11.328780174255371,11.335260391235352,10.911909103393555,11.125969886779785,136492712
2023-01-11,11.834737777709961,11.834737777709961,11.077513694763184,11.328449249267578,141586327
2023-01-12,12.274691581726074,12.330418586730957,11.616142272949219,11.86213207244873,215548112
2023-01-13,12.399483680725098,12.489931106567383,11.939908981323242,12.274157524108887,172487180
2023-01-14,12.894696235656738,13.375964164733887,12.286011695861816,12.399731636047363,348052352
2023-01-15,12.79348087310791,13.023783683776855,12.399553298950195,12.89686107635498,170595823
2023-01-16,12.331189155578613,13.013293266296387,12.093262672424316,12.79289722442627,208456271
2023-01-17,12.175999641418457,12.602213859558105,12.130602836608887,12.331340789794922,168126921
2023-01-18,11.568391799926758,12.508031845092773,11.469263076782227,12.176447868347168,194175904
2023-01-19,12.027596473693848,12.08218002319336,11.5562744140625,11.565444946289062,124917793
2023-01-20,13.168039321899414,13.23196792602539,11.95776081085205,12.026640892028809,201580345
2023-01-21,13.100452423095703,13.546616554260254,12.94775104522705,13.176215171813965,233680831
2023-01-22,13.311491012573242,13.682474136352539,12.851362228393555,13.099786758422852,248520533
2023-01-23,13.095694541931152,13.54508113861084,12.90764045715332,13.314024925231934,187852448
2023-01-24,12.45215129852295,13.36068344116211,12.392782211303711,13.090166091918945,162439190
2023-01-25,13.5701322555542,13.689087867736816,12.177751541137695,12.453070640563965,264111555
2023-01-26,13.113637924194336,13.623612403869629,12.889739036560059,13.565176963806152,233476211
2023-01-27,13.513527870178223,13.53841781616211,12.763023376464844,13.11361312866211,193594987
2023-01-28,13.206392288208008,13.853696823120117,13.069939613342285,13.517510414123535,180805749
2023-01-29,13.819515228271484,13.915818214416504,13.050597190856934,13.206184387207031,191100322
2023-01-30,13.056947708129883,13.964012145996094,12.8829927444458,13.82073974609375,207022253
2023-01-31,13.379324913024902,13.450020790100098,13.055086135864258,13.056929588317871,152355326
2023-02-01,14.868429183959961,14.870935440063477,13.303424835205078,13.37662124633789,447489971
2023-02-02,14.363241195678711,15.130495071411133,14.313403129577637,14.86963939666748,293709418
