Date,Close
2023-01-01,9.464468955993652
2023-01-02,14.86842918395996
2023-01-03,12.771040916442873
2023-01-04,11.400552749633787
2023-01-05,11.008299827575684
2023-01-06,10.327199935913086
2023-01-07,9.562376022338867
2023-01-08,8.97490119934082
2023-01-09,6.664156913757324
2023-01-10,7.564339160919189
2023-01-11,7.880958080291748
2023-01-12,9.46212673187256
2023-02-01,9.80242156982422
2023-02-02,14.363241195678713
2023-02-03,12.450935363769531
2023-02-04,11.125761032104492
2023-02-05,11.040736198425291
2023-02-06,10.65624713897705
2023-02-07,9.58806324005127
2023-02-08,8.713351249694824
2023-02-09,6.8280839920043945
2023-02-10,7.154542922973633
2023-02-11,7.844841957092285
2023-02-12,9.64036464691162
2023-03-01,10.16102123260498
2023-03-02,14.99640655517578
2023-03-03,11.998372077941896
2023-03-04,11.165249824523926
2023-03-05,11.100058555603027
2023-03-06,10.701608657836914
2023-03-07,9.933246612548828
2023-03-08,8.620656967163086
2023-03-09,6.808621883392334
2023-03-10,7.069598197937012
2023-03-11,7.75800895690918
2023-03-12,9.543779373168944
2023-04-01,10.198363304138184
2023-04-02,14.679261207580566
2023-04-03,11.832651138305664
2023-04-04,11.27821922302246
2023-04-05,10.981950759887695
2023-04-06,10.751866340637209
2023-04-07,9.689380645751951
2023-04-08,8.482665061950684
2023-04-09,6.719968795776367
2023-04-10,6.970643043518066
2023-04-11,8.11406421661377
2023-04-12,9.746047973632812
2023-05-01,10.076512336730955
2023-05-02,14.754555702209473
2023-05-03,12.025495529174805
2023-05-04,11.529480934143066
2023-05-05,11.231048583984377
2023-05-06,10.017903327941896
2023-05-07,9.408117294311523
2023-05-08,8.502887725830078
2023-05-09,6.813490867614746
2023-05-10,6.838068962097168
2023-05-11,8.375170707702637
2023-05-12,9.89402675628662
2023-06-01,10.250513076782228
2023-06-02,14.142922401428224
2023-06-03,11.987174034118652
2023-06-04,11.329965591430664
2023-06-05,10.859296798706056
2023-06-06,10.159592628479004
2023-06-07,9.208087921142578
2023-06-08,8.475852966308594
2023-06-09,6.888483047485352
2023-06-10,6.914848804473877
2023-06-11,8.734997749328613
2023-06-12,9.743256568908691
2023-07-01,10.194783210754396
2023-07-02,14.957318305969238
2023-07-03,11.748340606689451
2023-07-04,11.055418014526367
2023-07-05,11.00503635406494
2023-07-06,9.428718566894531
2023-07-07,9.172386169433594
2023-07-08,8.48398208618164
2023-07-09,6.937230110168457
2023-07-10,6.963347911834717
2023-07-11,8.470746040344238
2023-07-12,9.903889656066896
2023-08-01,10.538479804992676
2023-08-02,15.146100997924805
2023-08-03,10.96233081817627
2023-08-04,10.956896781921388
2023-08-05,10.617470741271973
2023-08-06,9.444659233093262
2023-08-07,9.211047172546388
2023-08-08,8.526094436645508
2023-08-09,6.833852767944336
2023-08-10,6.943635940551758
2023-08-11,8.679195404052734
2023-08-12,10.407621383666992
2023-09-01,11.126632690429688
2023-09-02,13.50214958190918
2023-09-03,11.008208274841309
2023-09-04,11.040395736694336
2023-09-05,10.396068572998049
2023-09-06,9.171860694885254
2023-09-07,9.433234214782717
2023-09-08,8.537758827209473
2023-09-09,6.850561141967773
2023-09-10,6.829001903533936
2023-09-11,9.02759838104248
2023-09-12,10.4846773147583
2023-10-01,11.328780174255373
2023-10-02,13.709134101867676
2023-10-03,11.15026569366455
2023-10-04,11.186286926269531
2023-10-05,10.997882843017578
2023-10-06,8.244614601135254
2023-10-07,9.250606536865234
2023-10-08,8.409073829650879
2023-10-09,6.66104793548584
2023-10-10,6.681615829467773
2023-10-11,9.201963424682615
2023-10-12,10.666178703308104
2023-11-01,11.83473777770996
2023-11-02,13.758606910705566
2023-11-03,11.11772346496582
2023-11-04,11.278844833374023
2023-11-05,11.046223640441896
2023-11-06,8.4445161819458
2023-11-07,9.203163146972656
2023-11-08,8.343221664428711
2023-11-09,6.370998859405518
2023-11-10,6.705511093139648
2023-11-11,9.238028526306152
2023-11-12,9.861038208007812
2023-12-01,12.274691581726074
2023-12-02,13.537372589111328
2023-12-03,11.774876594543455
2023-12-04,11.356743812561035
2023-12-05,11.164373397827148
2023-12-06,8.754095077514648
2023-12-07,9.071144104003906
2023-12-08,8.416135787963867
2023-12-09,6.381011009216309
2023-12-10,6.587174892425537
2023-12-11,9.531819343566896
2023-12-12,11.71742343902588
2024-01-01,11.197029113769531
2024-01-02,9.135396003723145
2024-01-03,11.638577461242676
2024-01-04,11.654643058776855
2024-01-05,8.742610931396484
2024-01-06,8.323975563049316
2024-01-07,6.809518814086914
2024-01-08,5.7823920249938965
2024-01-09,4.306014060974121
2024-01-10,4.446817874908447
2024-01-11,4.1709418296813965
2024-01-12,8.918917655944824
2024-02-01,10.983017921447754
2024-02-02,9.161083221435549
2024-02-03,12.20169734954834
2024-02-04,10.973050117492676
2024-02-05,8.651612281799316
2024-02-06,8.289015769958496
2024-02-07,6.797080993652344
2024-02-08,5.356243133544922
2024-02-09,4.43753719329834
2024-02-10,4.438155174255371
2024-02-11,4.092436790466309
2024-02-12,9.505504608154297
2024-03-01,9.932849884033203
2024-03-02,9.050518989562988
2024-03-03,12.168292045593262
2024-03-04,10.840879440307615
2024-03-05,8.768823623657227
2024-03-06,8.336576461791992
2024-03-07,6.372374057769775
2024-03-08,5.129634857177734
