Date,Close,log_price,ret
2023-01-02,14.86842918395996,2.699240118305708,0.45169544129411054
2023-01-03,12.771040916442873,2.547180179364828,-0.1520599389408801
2023-01-04,11.400552749633787,2.4336618410349837,-0.11351833832984415
2023-01-05,11.008299827575684,2.3986495180634915,-0.03501232297149226
2023-01-06,10.327199935913086,2.3347811850047195,-0.06386833305877193
2023-01-07,9.562376022338867,2.2578362340844373,-0.0769449509202822
2023-01-08,8.97490119934082,2.194431925883757,-0.06340430820068033
2023-01-09,6.664156913757324,1.896743451069519,-0.2976884748142381
2023-01-10,7.564339160919189,2.0234449886221797,0.12670153755266078
2023-01-11,7.880958080291748,2.0644494802724465,0.04100449165026676
2023-01-12,9.46212673187256,2.247297170891461,0.18284769061901462
2023-02-01,9.80242156982422,2.2826294541142613,0.03533228322280024
2023-02-02,14.363241195678713,2.6646722481568883,0.382042794042627
2023-02-03,12.450935363769531,2.5217957497086707,-0.1428764984482176
2023-02-04,11.125761032104492,2.4092632330928048,-0.11253251661586594
2023-02-05,11.040736198425291,2.4015917232655997,-0.007671509827205103
2023-02-06,10.65624713897705,2.3661463060006622,-0.03544541726493744
2023-02-07,9.58806324005127,2.260518912300414,-0.1056273937002481
2023-02-08,8.713351249694824,2.1648564757264825,-0.09566243657393159
2023-02-09,6.8280839920043945,1.9210441059702437,-0.24381236975623888
2023-02-10,7.154542922973633,1.967747528783882,0.04670342281363826
2023-02-11,7.844841957092285,2.0598562402959355,0.09210871151205358
2023-02-12,9.64036464691162,2.2659589343501665,0.20610269405423098
2023-03-01,10.16102123260498,2.318558952119215,0.052600017769048435
2023-03-02,14.99640655517578,2.7078106094141323,0.3892516572949174
2023-03-03,11.998372077941896,2.4847709804138183,-0.22303962900031404
2023-03-04,11.165249824523926,2.41280626072687,-0.07196471968694818
2023-03-05,11.100058555603027,2.406950383583926,-0.005855877142943999
2023-03-06,10.701608657836914,2.3703940720215737,-0.036556311562352395
2023-03-07,9.933246612548828,2.2958873745248205,-0.0745066974967532
2023-03-08,8.620656967163086,2.1541612960595016,-0.14172607846531893
2023-03-09,6.808621883392334,1.9181897330734807,-0.23597156298602084
2023-03-10,7.069598197937012,1.9558036463185204,0.03761391324503971
2023-03-11,7.75800895690918,2.048725723555544,0.09292207723702361
2023-03-12,9.543779373168944,2.255889567718793,0.20716384416324907
2023-04-01,10.198363304138184,2.322227247036472,0.06633767931767887
2023-04-02,14.679261207580566,2.6864356954608613,0.36420844842438926
2023-04-03,11.832651138305664,2.4708627558673903,-0.2155729395934709
2023-04-04,11.27821922302246,2.4228733633076582,-0.047989392559732114
2023-04-05,10.981950759887695,2.3962530851358017,-0.026620278171856526
2023-04-06,10.751866340637209,2.375079352587196,-0.021173732548605884
2023-04-07,9.689380645751951,2.2710305070128425,-0.10404884557435334
2023-04-08,8.482665061950684,2.1380246766028295,-0.13300583041001302
2023-04-09,6.719968795776367,1.9050835110386175,-0.23294116556421196
2023-04-10,6.970643043518066,1.9417074792712408,0.03662396823262326
2023-04-11,8.11406421661377,2.0935988790509126,0.1518913997796718
2023-04-12,9.746047973632812,2.2768618668012386,0.183262987750326
2023-05-01,10.076512336730955,2.310207204431803,0.033345337630564575
2023-05-02,14.754555702209473,2.6915518962647815,0.38134469183297837
2023-05-03,12.025495529174805,2.4870290233901735,-0.20452287287460802
2023-05-04,11.529480934143066,2.4449073145462648,-0.042121708843908756
2023-05-05,11.231048583984377,2.418682137853866,-0.026225176692398655
2023-05-06,10.017903327941896,2.30437382505276,-0.1143083128011062
2023-05-07,9.408117294311523,2.2415728585861547,-0.06280096646660516
2023-05-08,8.502887725830078,2.1404058382508664,-0.10116702033528835
2023-05-09,6.813490867614746,1.9189045978699717,-0.2215012403808947
2023-05-10,6.838068962097168,1.922505376293071,0.00360077842309936
2023-05-11,8.375170707702637,2.1252714605126695,0.2027660842195984
2023-05-12,9.89402675628662,2.2919312170960406,0.16665975658337118
2023-06-01,10.250513076782228,2.327327760603081,0.035396543507040246
2023-06-02,14.142922401428224,2.649214315311031,0.3218865547079499
2023-06-03,11.987174034118652,2.483837247691243,-0.16537706761978788
2023-06-04,11.329965591430664,2.4274510380918493,-0.056386209599393666
2023-06-05,10.859296798706056,2.3850215609089576,-0.042429477182891695
2023-06-06,10.159592628479004,2.3184183457243397,-0.06660321518461787
2023-06-07,9.208087921142578,2.220082219717022,-0.09833612600731767
2023-06-08,8.475852966308594,2.137221293194311,-0.08286092652271115
2023-06-09,6.888483047485352,1.9298508935116612,-0.2073703996826497
2023-06-10,6.914848804473877,1.933671100014902,0.003820206503240886
2023-06-11,8.734997749328613,2.1673376859246947,0.2336665859097926
2023-06-12,9.743256568908691,2.276575411762567,0.10923772583787228
2023-07-01,10.194783210754396,2.32187613952906,0.045300727766492965
2023-07-02,14.957318305969238,2.705200698855386,0.38332455932632614
2023-07-03,11.748340606689451,2.463712005654384,-0.24148869320100186
2023-07-04,11.055418014526367,2.4029206258538265,-0.06079137980055771
2023-07-05,11.00503635406494,2.3983530183864117,-0.004567607467414803
2023-07-06,9.428718566894531,2.2437601984290696,-0.1545928199573421
2023-07-07,9.172386169433594,2.2161974671875857,-0.027562731241483895
2023-07-08,8.48398208618164,2.1381799252176092,-0.07801754196997646
2023-07-09,6.937230110168457,1.936902575277029,-0.20127734994058022
2023-07-10,6.963347911834717,1.9406603805077542,0.0037578052307252197
2023-07-11,8.470746040344238,2.136618585109114,0.1959582046013597
2023-07-12,9.903889656066896,2.292927574529902,0.15630898942078808
2023-08-01,10.538479804992676,2.355033301685559,0.062105727155656876
2023-08-02,15.146100997924805,2.7177431389596927,0.36270983727413375
2023-08-03,10.96233081817627,2.39446492480168,-0.32327821415801283
2023-08-04,10.956896781921388,2.393969101092437,-0.0004958237092429485
2023-08-05,10.617470741271973,2.362500827493649,-0.0314682735987879
2023-08-06,9.444659233093262,2.2454494212230163,-0.11705140627063271
2023-08-07,9.211047172546388,2.220403543320353,-0.025045877902663438
2023-08-08,8.526094436645508,2.1431313945947785,-0.07727214872557431
2023-08-09,6.833852767944336,1.9218886094083951,-0.2212427851863834
2023-08-10,6.943635940551758,1.9378255480677242,0.015936938659329103
2023-08-11,8.679195404052734,2.1609288289901465,0.22310328092242226
2023-08-12,10.407621383666992,2.3425383631145356,0.18160953412438907
2023-09-01,11.126632690429688,2.4093415759746097,0.06680321286007418
2023-09-02,13.50214958190918,2.602848901058474,0.19350732508386415
2023-09-03,11.008208274841309,2.3986412013282536,-0.20420769973022024
2023-09-04,11.040395736694336,2.401560885921574,0.0029196845933201487
2023-09-05,10.396068572998049,2.341427712851954,-0.06013317306961996
2023-09-06,9.171860694885254,2.216140176795413,-0.12528753605654064
2023-09-07,9.433234214782717,2.2442390086590307,0.0280988318636175
2023-09-08,8.537758827209473,2.144498540947999,-0.09974046771103184
2023-09-09,6.850561141967773,1.9243305674544353,-0.22016797349356354
2023-09-10,6.829001903533936,1.921178528721619,-0.0031520387328163313
2023-09-11,9.02759838104248,2.2002863720378123,0.2791078433161933
2023-09-12,10.4846773147583,2.349914887986953,0.14962851594914062
2023-10-01,11.328780174255373,2.42734640589476,0.07743151790780711
2023-10-02,13.709134101867676,2.618062333437262,0.19071592754250188
2023-10-03,11.15026569366455,2.411463326650432,-0.20659900678682996
2023-10-04,11.186286926269531,2.414688646550451,0.0032253199000189525
