Date,ret,pred_ret,resid
2024-08-10,-0.01602102008377293,0.15299590708191013,-0.16901692716568306
2024-08-11,0.05541320800722915,0.03482622518246656,0.020586982824762595
2024-08-12,0.8771518337569115,0.09523893047432258,0.7819129032825889
2024-09-01,-0.38052982026847215,-0.3870292893075389,0.00649946903906673
2024-09-02,0.010382757005051868,0.14624718615022125,-0.13586442914516939
2024-09-03,0.380621364470356,0.10977399176585419,0.2708473727045018
2024-09-04,-0.1947991419563846,-0.07879668432765538,-0.11600245762872921
2024-09-05,-0.2056761412695185,-0.1607707413029374,-0.044905399966581105
2024-09-06,-0.07774659574151066,0.1071216248046964,-0.18486822054620705
2024-09-07,-0.06470372445311123,0.08369223422659954,-0.14839595867971078
2024-09-08,-0.24455020978517172,-0.03234968736654001,-0.21220052241863172
2024-09-09,-0.11070370786705097,0.13880457871323945,-0.24950828658029042
2024-09-10,-0.06313050639338069,-0.018772358683543988,-0.044358147709836704
2024-09-11,0.14091679303925453,0.16828811593704554,-0.02737132289779101
2024-09-12,0.6085198855354819,-0.05198163397812948,0.6605015195136114
2024-10-01,-0.06582891784911693,-0.17323363914747208,0.10740472129835515
2024-10-02,-0.10050642606253835,-0.01515709359689437,-0.08534933246564397
2024-10-03,0.3547736107514101,0.08525719163097883,0.2695164191204313
2024-10-04,-0.19960547181704946,-0.050238955912645156,-0.1493665159044043
2024-10-05,-0.22094249638187002,-0.13863510593849912,-0.0823073904433709
2024-10-06,-0.036589676034630925,0.15549610841380285,-0.19208578444843377
2024-10-07,-0.06484190377073085,0.017924645664957196,-0.08276654943568804
2024-10-08,-0.24868314684406334,-0.04460533271944826,-0.20407781412461506
2024-10-09,-0.11103455456467026,0.08577812333036547,-0.19681267789503573
2024-10-10,-0.045694907272250784,0.036366117927064324,-0.0820610251993151
2024-10-11,0.2559415943801695,0.07568850142643234,0.18025309295373715
2024-10-12,0.4691959825599208,-0.05578413486098993,0.5249801174209108
2024-11-01,-0.027338211673047397,-0.1445342631531356,0.11719605148008821
2024-11-02,-0.14095907787266682,0.008314128644169382,-0.1492732065168362
2024-11-03,0.4416638600789804,0.07925526907756963,0.36240859100141076
2024-11-04,-0.27541557544456907,-0.18426362967553572,-0.09115194576903335
2024-11-05,-0.2297776979074544,-0.06530546699223969,-0.1644722309152147
2024-11-06,-0.042851567639136334,0.12367814536123922,-0.16652971300037556
2024-11-07,-0.07737065551580602,0.05991494802644341,-0.13728560354224945
2024-11-08,-0.2725215522288711,-0.02969342536975722,-0.24282812685911387
2024-11-09,-0.07016487808204763,0.06631228516944679,-0.13647716325149442
2024-11-10,-0.005714931011330027,0.0011352432520795736,-0.0068501742634096
2024-11-11,0.31496149262289963,-0.08325983186314449,0.39822132448604414
2024-11-12,0.4556406962547932,-0.10491653661879649,0.5605572328735897
2024-12-01,-0.1738849923195649,-0.1071152794674704,-0.06676971285209449
2024-12-02,-0.02993260906764461,0.05080917198253933,-0.08074178105018394
2024-12-03,0.3785644676278881,0.007275623774302409,0.3712888438535857
2024-12-04,-0.3929574186316296,-0.3235236643144608,-0.0694337543171688
2024-12-05,-0.08961897640953942,-0.054567253512124714,-0.035051722897414705
2024-12-06,0.01816200504550536,0.15345263928031463,-0.13529063423480928
2024-12-07,-0.10015571304546023,0.007473721192633294,-0.10762943423809351
2024-12-08,-0.2848747097002895,-0.11185025995622225,-0.17302444974406725
2024-12-09,-0.06636344721750476,-0.03330750115066122,-0.03305594606684353
2024-12-10,-0.019996010316755797,0.05309835291039443,-0.07309436322715022
2024-12-11,0.23723159454326592,-0.007203759182220146,0.24443535372548608
2024-12-12,0.5301710383823004,-0.030231513062841685,0.5604025514451421
2025-01-01,-0.2543758271639305,-0.1401208681011198,-0.11425495906281069
2025-01-02,-0.1713310351685391,0.04819207665285755,-0.21952311182139664
2025-01-03,-0.2390687455429099,0.12081358655167995,-0.35988233209458986
2025-01-04,-0.11034108403552212,-0.05322898288441655,-0.05711210115110557
2025-01-05,0.0003114931520100672,-0.04051779483733627,0.04082928798934634
2025-01-06,-0.02728755445284703,0.08746804640878018,-0.11475560086162721
2025-01-07,-0.21323634207335052,0.07666711291881971,-0.28990345499217024
2025-01-08,0.07865075627408658,0.13803662453234994,-0.05938586825826336
2025-01-09,0.037740802745573454,-0.06257230262800445,0.1003131053735779
2025-01-10,0.11072737682640899,-0.06977380369101208,0.18050118051742106
2025-02-01,0.5536433954993947,-0.042191624808187514,0.5958350203075822
2025-02-02,-0.3311014218144548,-0.06232742134764262,-0.26877400046681216
2025-02-03,0.00936115381242586,0.027058864049491066,-0.017697710237065206
2025-02-04,-0.26939129357612623,0.044352755170484134,-0.3137440487466104
2025-02-05,0.04767681500012522,0.04430030707712988,0.0033765079229953338
2025-02-06,-0.004301273447163911,-0.13248758551770237,0.12818631207053846
2025-02-07,-0.1572820031676072,0.1738807152724103,-0.33116271844001754
2025-02-08,-0.010090800037626302,0.03470257010536605,-0.04479337014299235
2025-02-09,0.08483327786728045,0.1184496357529885,-0.03361635788570805
2025-02-10,0.12121269086181052,-0.06605882222258644,0.18727151308439696
2025-03-01,0.5866866638875654,-0.09388471369276438,0.6805713775803298
2025-03-02,-0.4014267656291086,-0.05275082732341045,-0.34867593830569815
2025-03-03,-0.1476916714804457,-0.06043108403767097,-0.08726058744277473
2025-03-04,-0.0991282364455206,0.18508414239771073,-0.28421237884323136
2025-03-05,-0.0045091009938929005,0.03003323800088999,-0.03454233899478289
2025-03-06,0.026332526630524322,-0.12476182566654034,0.15109435229706467
